session_id	session_notes	protocol_check	manufacturer_model	software_version
ses-01	n/a	n/a	Skyra	syngo MR E11
ses-follow01	Wrong protocol used to obtain follow up scans - but this only affects the PCASL scans which are missing. Other modalities are available for analysis.	HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-pcasl1260_dir-AP_asl.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-pcasl1500_dir-PA_asl.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-pcasl1800_dir-AP_asl.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-pcasl2100_dir-PA_asl.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-pcasl2500_dir-AP_asl.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-pcasl3000_dir-AP_m0scan.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-pcasl3000_dir-PA_asl.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-pcasl3000_dir-PA_m0scan.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-space_T2w.json json file not found. | /nifti/BIDSQC-AACAZ/currjson/sub-HML0204_ses-follow01_magnitude1.json::BaseResolution is *DIFFERENT*: 80 384 | /nifti/BIDSQC-AACAZ/currjson/sub-HML0204_ses-follow01_magnitude1.json::EchoTime is *DIFFERENT*: 0.00492 0.00671 | /nifti/BIDSQC-AACAZ/currjson/sub-HML0204_ses-follow01_magnitude1.json::FlipAngle is *DIFFERENT*: 90 15 | /nifti/BIDSQC-AACAZ/currjson/sub-HML0204_ses-follow01_magnitude1.json::RepetitionTime is *DIFFERENT*: 0.625 0.037 | /nifti/BIDSQC-AACAZ/currjson/sub-HML0204_ses-follow01_magnitude1.json::SliceThickness is *DIFFERENT*: 3 1.8 | /nifti/BIDSQC-AACAZ/currjson/sub-HML0204_ses-follow01_magnitude2.json::BaseResolution is *DIFFERENT*: 80 384 | /nifti/BIDSQC-AACAZ/currjson/sub-HML0204_ses-follow01_magnitude2.json::FlipAngle is *DIFFERENT*: 90 15 | /nifti/BIDSQC-AACAZ/currjson/sub-HML0204_ses-follow01_magnitude2.json::RepetitionTime is *DIFFERENT*: 0.625 0.037 | /nifti/BIDSQC-AACAZ/currjson/sub-HML0204_ses-follow01_magnitude2.json::SliceThickness is *DIFFERENT*: 3 1.8 | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_phasediff.json json file not found. | ses-FOLLOW001_magnitude1 dimensions are *DIFFERENT*reference> 80:80:37:1current> 384:384:88:1 | ses-FOLLOW001_magnitude2 dimensions are *DIFFERENT*reference> 80:80:37:1current> 384:384:88:1 |	MAGNETOM Skyra	syngo MR XA30
ses-follow02	Repeat session to obtain multipld ASL for follow-up session	HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_FLAIR.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-prod_asl.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_acq-space_T2w.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_dir-PA_epi.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_dwi.json json file not found. | HML0204/nifti/BIDSQC-AACAZ/origjson/ses-FOLLOW001_task-rest_bold.json json file not found. | ses-FOLLOW001_acq-prod_m0scan dimensions are *DIFFERENT*reference> 128:128:32:4current> 128:128:24:4 | bval not found. | bvec not found. |	MAGNETOM Skyra	syngo MR XA30
