session_id	session_notes	protocol_check	manufacturer_model	software_version
ses-01	n/a	n/a	Skyra	syngo MR E11
ses-follow02	RESCAN: due to X Jun 2025 RF Issue.	/nifti/BIDSQC-AACAZ/currjson/sub-HML0214_ses-follow02_acq-pcasl3000_dir-AP_m0scan.json::RepetitionTime is *DIFFERENT*: 5.6 5.64 |	MAGNETOM Skyra	syngo MR XA30
